_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
4	F	198.64	202.44	3.8		he found a space helmet in the kitchen and a pair of space boots by the front door.			
4	F	208.06	208.78	0.72				page 5	
4	F	209.39	212.34	2.95		he packed his teddy bear and some food for the journey.			
4	F	214.5	215.35	0.85				page 6	
4	F	216.01	217.78	1.77		and took off up the chimney.			
4	F	221.16	223.12	1.96		what were they doing in there?			
4	F	223.29	224.02	0.73				page 7	
4	F	224.82	228.4	3.58		wow, what a great rocket, said an owl flying past.			
4	F	228.65	231.41	2.76		would you care to accompany me to the moon, asked baby bear.			
4	F	232.12	234.07	1.95		I would love to replied the owl.			
4	F	235.51	236.35	0.84				page 8	
4	F	237.4	245.9	8.5		on and on they flew, up and up above the clouds, past millions of stars, until at last they landed on the moon.			
4	F	247.65	248.48	0.83				page 9	
4	F	250.2	252.81	2.61		there's nobody around here, said baby bear.			
4	F	253.25	255.1	1.85		there are no trees, said the owl.			
4	F	255.52	260.47	4.95		it's kind of boring said baby bear. but what do you think about a picnic, baby bear asked.			
4	F	261.16	263.2	2.04		what a splendid idea, said the owl.			
4	F	263.68	264.46	0.78				page 10	
4	F	266.01	270.37	4.36		we'd better go, said baby bear. cause my bath must be ready by now.			
4	F	270.72	276.86	6.14		off they went, down and down, before he flew away, it was nice to meet you the owl said.			
4	F	280.64	281.55	0.91				page 11	
4	F	282.71	287.96	5.25		home went baby bear, back down the chimney and onto the carpet with a bump.			
4	F	290.18	291.06	0.88		put it back.			
4	F	291.59	292.3	0.71				page 12	
4	F	293.21	296.11	2.9		mrs. bear gasped as she came into the room.			
4	F	296.62	301.17	4.55		how did you get so dirty, she asked. I found a rocket, said baby bear.			
4	F	300.77	301.6	0.83				page 13	
4	F	302.09	305.22	3.13		I found a rocket, and then I flew to the moon.			
4	F	305.52	308.77	3.25		oh my. what will you think of next, said mrs. bear.			
4	F	309.45	310.55	1.1	fiction end				
4	NF	365.6	366.42	0.82	nonfiction start			Cover	
4	NF	365.95	367.85	1.9		when you look up at the moon.			
4	NF	368.87	369.57	0.7				page 1	
4	NF	370.4	373.55	3.15			hey this is a real one I hate real ones.		
4	NF	373.33	374.87	1.54		you hate real ones, what do you mean?			
4	NF	375.42	379.53	4.11		you don't like to see real pictures that people take? look how pretty it is.			
4	NF	380.7	385.31	4.61		let me read it. when you look up at the moon, do you wish you could visit it?			
4	NF	384.08	384.97	0.89				page 2	
4	NF	387.62	391.61	3.99		you'd see very tall mountains and wide, flat plains there.			
4	NF	395.76	396.81	1.05				page 3	
4	NF	395.86	396.76	0.9		turn the page.			
4	NF	398.67	404.65	5.98		you would also see big rings called craters. there would be rocks all around you.			
4	NF	407.63	408.74	1.11		oh, turn one page.			
4	NF	408.89	411.01	2.12		one page, look, it's like twenty pages.			
4	NF	424.21	425.01	0.8		there you go.			
4	NF	425.01	425.785	0.775		that's the right way			
4	NF	425.145	425.775	0.63				page 4	
4	NF	426.505	431.265	4.76		since the moon has no air or water, there are no plants or animals there.			
4	NF	434.08	434.84	0.76				page 5	
4	NF	436.11	438.12	2.01		has anyone ever visited the moon?			
4	NF	438.46	440.91	2.45		yes, twelve astronauts.			
4	NF	441.36	443.68	2.32		six american spaceships, oh			
4	NF	444.24	445.41	1.17		flew to the moon.			
4	NF	446.81	448.07	1.26		that's very cool, right?			
4	NF	448.03	448.97	0.94				page 6	
4	NF	450.22	453.31	3.09		the first trip was in nineteen-sixty-nine.			
4	NF	453.93	456.28	2.35		the last was in nineteen-seventy-two.			
4	NF	457.64	459.23	1.59		it was a long time ago.			
4	NF	459.44	460.31	0.87				page 7	
4	NF	461.71	465.35	3.64		each time, two astronauts stepped onto the moon's surface.			
4	NF	466.33	467.68	1.35		can you believe that?			
4	NF	467.27	467.88	0.61			yeah.		
4	NF	468.73	472.34	3.61			there's a step on the fire one?		
4	NF	472.33	474.85	2.52		no, they stepped on the moon, look that's a picture of it			
4	NF	476.66	477.55	0.89		crazy, huh.			
4	NF	477.45	482.01	4.56			why are they so, up, aah, fire.		
4	NF	477.76	478.72	0.96				page 8	
4	NF	482.17	485.1	2.93		see, astronauts wore spacesuits.			
4	NF	485.27	487.99	2.72		spacesuits gave astronauts air to breathe.			
4	NF	488.52	490.53	2.01		cause there's no oxygen on the moon.			
4	NF	490.06	490.85	0.79				page 9	
4	NF	492.39	495.27	2.88		astronauts... oh watch your hand, I can't read			
4	NF	496.1	500.91	4.81		astronauts could jump higher on the moon than they could on earth and they came down more slowly.			
4	NF	500.77	501.96	1.19			how long is it		
4	NF	501.76	503.09	1.33		it was like floating.			
4	NF	503.04	504.56	1.52			wait, wait wait.		
4	NF	505.56	508.36	2.8			I want to say the words.		
4	NF	508.17	509.82	1.65		don't push, don't touch my mouth.			
4	NF	509.91	510.45	0.54		that's weird.			
4	NF	510.48	513.26	2.78			that's a foot on the planet.		
4	NF	513.61	515.5	1.89			the little one...		
4	NF	515.67	517.49	1.82			the little journey on the moon.		
4	NF	516.68	517.68	1.0				page 10	
4	NF	518.215	521.295	3.08			and then they went back. down down down.		
4	NF	520.815	521.795	0.98				page 11	
4	NF	521.745	522.685	0.94		do you know what that is?			
4	NF	522.605	523.345	0.74				page 10	
4	NF	522.835	523.455	0.62			yeah.		
4	NF	523.025	525.295	2.27		that's what the earth looks like from the moon.			
4	NF	526.025	526.755	0.73			mm-hmm.		
4	NF	528.105	528.825	0.72				page 11	
4	NF	531.41	534.54	3.13		every four weeks, the moon travels around the earth.			
4	NF	534.91	538.6	3.69		the sun shines, and on the moon, and lights it up.			
4	NF	538.32	539.0	0.68				page 12	
4	NF	540.78	542.45	1.67		that's why you can see it.			
4	NF	542.14	542.93	0.79				page 13	
4	NF	542.73	544.25	1.52			down, down, down		
4	NF	544.76	546.23	1.47			and what is that?		
4	NF	546.19	549.42	3.23		that's the moon. it says, sometimes the moon is a half moon.			
4	NF	553.26	553.98	0.72				page 15	
4	NF	554.06	555.56	1.5			and here's a man.		
4	NF	555.95	558.92	2.97		that's a, think that's a little, oh we missed a page.			
4	NF	560.1	560.99	0.89				page 14	
4	NF	560.79	564.41	3.62		other nights, the moon is a crescent moon, with little tiny ears.			
4	NF	564.91	565.36	0.45			yeah.		
4	NF	565.61	567.75	2.14		that's where the sun is shining on it.			
4	NF	570.24	571.03	0.79				page 15	
4	NF	572.13	575.33	3.2		now that you know more about the moon, would you still like to visit it?			
4	NF	576.26	578.49	2.23		maybe someday you can.			
4	NF	582.12	583.32	1.2		that cool?			
4	NF	583.35	583.86	0.51			yes.		
4	NF	584.09	584.8	0.71	nonfiction stop				
5	NF	8.93	10.23	1.3	nonfiction start	This book is		Cover	
5	NF	10.24	12.21	1.97		When you look up at the...			
5	NF	12.79	13.44	0.65			moon.		
5	NF	13.37	16.6	3.23		moon. how did you guess that that was the moon.			
5	NF	16.18	18.52	2.34			because moon.		
5	NF	18.56	22.38	3.82		because moon, ok. by Allan Fowler.			
5	NF	22.3	23.03	0.73				page 1	
5	NF	24.27	25.69	1.42		oh what a pretty picture			
5	NF	26.68	30.89	4.21		when you look up at the moon, do you wish you could visit it?			
5	NF	30.9	31.53	0.63			no.		
5	NF	31.54	33.2	1.66		no? you don't wanna go to the moon?			mmkay.
5	NF	33.37	34.9	1.53			I wanna go to the moon.		
5	NF	34.66	36.45	1.79		you do? how would you get there?			
5	NF	37.3	38.49	1.19			with a spaceship.		
5	NF	38.09	39.71	1.62		with a spaceship, probably			
5	NF	39.64	44.38	4.74			you know what? when I going to outer space I will not bring any quarters or pennies.		
5	NF	44.03	47.52	3.49		no, don't bring any quarters or pennies. I don't think you need money on the moon.			
5	NF	48.91	52.38	3.47			that's because it won't ## because it's not working		
5	NF	52.21	54.34	2.13		oh right like in Wallace and Grommet			
5	NF	53.99	54.47	0.48			yeah.		
5	NF	54.36	54.83	0.47		yeah.			
5	NF	56.83	58.91	2.08		well, let's see what the next page is.			
5	NF	58.85	59.93	1.08				page 2	
5	NF	60.46	66.99	6.53		you'd see very tall mountains and wide flat plains there.			
5	NF	67.06	69.57	2.51		so what are the tall mountains, where are those.			
5	NF	70.49	71.68	1.19		yeah, there.			
5	NF	72.01	73.22	1.21			what're the plains?		
5	NF	73.73	80.85	7.12		aah, flat plains? well a plain is kind of a big piece of land that's all flat there's no bumps.			
5	NF	81.17	84.92	3.75		like we live in the great plains that's why we don't go up a lot of hills			
5	NF	85.1	89.43	4.33		you know how when we're in Pittsburgh, we go up and down a lot of hills?			
5	NF	89.44	91.41	1.97		they don't have any plains there.			
5	NF	91.43	91.86	0.43		ok.			
5	NF	92.19	93.59	1.4		let's look at the next page.			
5	NF	94.59	95.39	0.8				page 3	
5	NF	96.01	101.61	5.6		you would also see big rings called craters.			
5	NF	102.28	105.23	2.95		there would be rocks all around you.			
5	NF	107.72	108.99	1.27			space probe.		
5	NF	109.16	110.46	1.3		space probe?			
5	NF	111.33	114.46	3.13		is that what space probes see, are rocks and craters?			
5	NF	114.39	115.11	0.72			they go, mmm.		
5	NF	114.82	117.02	2.2		look at these craters, how many can we see.			
5	NF	117.01	121.1	4.09			one two three four five six seven eight nine ten eleven twelve thirteen.		
5	NF	121.1	122.79	1.69		really, there are thirteen?			
5	NF	122.64	122.99	0.35			yeah.		
5	NF	122.83	124.89	2.06		let's try again. let's just do the big ones.			
5	NF	125.32	126.12	0.8		one.			
5	NF	125.75	126.22	0.47			one.		
5	NF	126.51	127.61	1.1		oh one, ok.			mm-hmm
5	NF	128.06	128.68	0.62		two	two.		
5	NF	129.38	130.69	1.31			huh? what?		He's got him like a soda or something, hmm
5	NF	130.47	132.82	2.35		two big ones, like two big eyes.			
5	NF	134.82	136.85	2.03		look, do you think the moon has a face?			
5	NF	136.83	137.66	0.83			no.		
5	NF	137.66	138.4	0.74		no.			
5	NF	138.56	139.2	0.64				page 4	
5	NF	139.79	146.59	6.8		since the moon has no air or water, there are no plants or animals there.			
5	NF	146.69	151.07	4.38			so we so we need we have big tanks		
5	NF	151.12	155.54	4.42		we would have big tanks, if we went to the moon we'd have to bring air and water.			
5	NF	156.27	156.9	0.63		what're you doing?			
5	NF	161.5	162.71	1.21		that's very distracting.			
5	NF	163.31	164.84	1.53		can you sit down on your butt please?			
5	NF	166.52	167.37	0.85		please?			
5	NF	167.23	168.84	1.61			that's a cool mouse.		
5	NF	168.65	169.8	1.15		that is a cool mouse.			
5	NF	170.51	173.98	3.47			but... that's a different mouse.		
5	NF	174.04	176.75	2.71		it is, it's a different mouse than the kind we have.			
5	NF	177.4	178.81	1.41			what, what's that mouse.		
5	NF	178.61	180.18	1.57		that's a pc mouse.			
5	NF	180.98	181.96	0.98		here, sit down.			
5	NF	181.78	183.69	1.91			yeah, but that's the regular mouse.		
5	NF	183.49	185.72	2.23		it's got a scroller, yeah.			
5	NF	186.3	186.92	0.62		different.			
5	NF	187.07	188.38	1.31		let's get back to our book.			
5	NF	187.51	189.07	1.56			what's that mouse.		
5	NF	189.32	193.31	3.99		that's for a pc, we have a mac, so our stuff looks a little different.			
5	NF	194.2	194.64	0.44		'kay?			
5	NF	194.72	195.06	0.34			yes.		
5	NF	195.1	197.3	2.2		alright, let's get back to this reading book.			
5	NF	197.79	198.68	0.89				page 5	
5	NF	198.27	199.24	0.97		alright.			
5	NF	200.06	202.43	2.37		has anybody ever visited the moon?			
5	NF	202.48	203.73	1.25			no, not me.		
5	NF	203.73	205.7	1.97		not you, but do you think other people have?			
5	NF	206.47	207.83	1.36			astronauts.		
5	NF	207.82	212.1	4.28		astronauts that's right, and this says yes, twelve astronauts.			
5	NF	212.66	215.8	3.14		six american spaceships flew to the moon.			
5	NF	216.16	217.34	1.18			what's that?		
5	NF	217.23	219.06	1.83		that is a spaceship.			
5	NF	219.93	221.72	1.79			and that's a different spaceship.		
5	NF	221.5	227.12	5.62		it looks a little different. it's like a little, it looks a little bit like a space probe, doesn't it.			
5	NF	227.53	228.3	0.77			hey mommy?		
5	NF	228.24	228.74	0.5		yes.			
5	NF	231.71	234.37	2.66		the space shuttle can come apart.			
5	NF	234.88	237.38	2.5		the space shuttle can come apart, it could.			
5	NF	237.42	237.92	0.5			yeah.		
5	NF	237.73	241.51	3.78		it could and you know when the rocket boosters go up, those fall off			
5	NF	241.68	242.12	0.44			yeah		
5	NF	242.18	243.61	1.43		let's not pick our nose.			
5	NF	243.65	244.17	0.52			why?		
5	NF	244.16	245.19	1.03		cause it's gross.			
5	NF	245.22	246.29	1.07				page 6	
5	NF	246.32	250.94	4.62		alright, oh, the first trip was in nineteen-sixty-nine.			
5	NF	251.54	257.84	6.3		the last was in nineteen-seventy-two so over four years they went to the, twelve people got to go to the moon.			
5	NF	259.19	260.21	1.02		pretty cool, huh?			
5	NF	260.09	261.53	1.44			one, two, three...		
5	NF	260.55	262.73	2.18		look at those guys, that's just three of them			
5	NF	263.44	264.21	0.77			yeah.		
5	NF	264.21	265.7	1.49		it's pretty nice guys.			
5	NF	265.55	266.13	0.58				page 7	
5	NF	267.41	268.62	1.21		each time			
5	NF	268.48	269.49	1.01			hey mommy		
5	NF	269.42	269.78	0.36		yeah			
5	NF	269.78	270.86	1.08			we saw this one 		
5	NF	271.13	272.7	1.57		we've seen that suit, right?			
5	NF	272.72	273.32	0.6			yeah.		
5	NF	273.15	274.51	1.36		we've seen that picture before.			
5	NF	274.6	274.96	0.36			yeah.		
5	NF	275.09	282.94	7.85		each time two astronauts stepped onto the moon's surface, so it's like each time they went, two guys got to go off and go on the moon.			
5	NF	282.87	283.62	0.75			yeah, moon.		
5	NF	283.62	284.72	1.1		like a ride.			
5	NF	284.81	290.6	5.79		see and I bet that their air is inside that helmet since the moon doesn't have air right			
5	NF	290.57	291.18	0.61			yeah.		
5	NF	291.46	293.61	2.15		that's why they need to wear this crazy suit.			
5	NF	294.65	295.65	1.0				page 8	
5	NF	296.34	299.58	3.24		astronauts wore spacesuits.			
5	NF	299.46	301.55	2.09			yeah it's gonna be uncomfortable.		
5	NF	301.6	303.27	1.67		well but spacesuits			
5	NF	303.0	304.46	1.46			you can't see.		
5	NF	304.32	308.36	4.04		oh I think they can I think this is just mirrored so it's like sunglasses.			
5	NF	308.9	315.71	6.81		spacesuits gave astronauts air to breathe hey we were right spacesuits gave astronauts air to breathe			
5	NF	315.99	316.68	0.69				page 9	
5	NF	316.05	316.56	0.51			yes.		
5	NF	318.5	323.37	4.87		astronauts could jump higher on the moon than they could on earth.			
5	NF	323.82	328.93	5.11		and they came down more slowly, it was almost like floating.			
5	NF	329.61	331.59	1.98		astronauts float in space.			
5	NF	331.57	333.41	1.84			but what, yeah they do.		
5	NF	333.38	334.28	0.9		yeah they do.			
5	NF	334.46	335.47	1.01		but what what.			
5	NF	335.47	336.54	1.07			gravity?		
5	NF	336.53	339.11	2.58		exactly. there's no gravity on the moon.			
5	NF	339.41	342.2	2.79			it, down, hmm...		
5	NF	341.46	342.57	1.11		you want to keep going?			
5	NF	341.81	342.53	0.72				page 10	
5	NF	343.52	345.23	1.71		oh, for, yup that is earth.			
5	NF	345.71	348.6	2.89		from the moon, the astronauts could see earth.			
5	NF	348.63	350.74	2.11		the earth looked far away.			
5	NF	351.43	357.34	5.91		you know how big the moon looks to us, it looks really small cause it's so far away so that when you're on the moon the earth looks really small			
5	NF	358.03	359.44	1.41		what's all the blue?			
5	NF	360.04	360.92	0.88			water.		
5	NF	360.63	361.68	1.05		yeah, that's right.			
5	NF	362.63	363.42	0.79				page 11	
5	NF	362.7	363.57	0.87			what's this		
5	NF	363.6	364.6	1.0		oh, let's see.			
5	NF	364.91	365.89	0.98			all the play		
5	NF	365.62	368.24	2.62		oh hey you know what this is teaching us about the moon.			
5	NF	368.52	371.94	3.42		about every four weeks the moon travels around earth.			
5	NF	372.33	378.14	5.81		the sun shines on the moon and lights it up. that's what makes full moons and half moons.			
5	NF	378.68	380.92	2.24		is how the sun is shining on the moon.			
5	NF	379.94	381.71	1.77			mommy, hey mommy?		
5	NF	381.79	382.39	0.6		yeah.			
5	NF	383.24	386.17	2.93			is there gonna be another book?		
5	NF	386.05	388.93	2.88		I don't know, the sooner we get to the end, we'll know.			
5	NF	388.76	389.55	0.79				page 12	
5	NF	389.56	394.36	4.8		that's why you can see it. when you see it as a bright circle, it's called a... 			
